,Date,value,value,value,value,value,value,value,value,value,value,value
GICS Sector,,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
4879,2019-05-23,161.11338824492233,217.41572726157403,81.59584974473522,51.11256655779752,95.17131218543419,147.84687850588844,112.17780023150974,106.06922163834443,85.32466275875385,110.72949159556421,63.96065650667463
4880,2019-05-24,160.76311052762546,218.56406119561964,81.08928803474673,51.21215027028864,95.73525976034311,148.59090190463596,112.2052683962716,106.43829626650424,83.50851094281232,110.97589328371245,63.79948707989284
4881,2019-05-28,161.11604470473068,217.03724795003092,79.76704720527896,50.811181025071576,94.69057479271522,146.63506180899483,111.2179822921753,105.9886848604357,82.90478847644947,109.85182255712049,62.77759327207293
4882,2019-05-29,159.03251655285175,215.40491605574084,78.83237235776839,50.42213197187944,94.75646906632643,145.57541665576753,110.8233076731364,105.2098861642786,82.85589225203903,108.59276018471553,61.96273531232561
4883,2019-05-30,159.34137098605817,216.21401979077248,79.15803214042417,49.6560845375061,94.60206449948825,146.29745398627387,111.36631457010905,105.8670817581383,83.11351959793656,109.41823334529482,61.90365975243704
4884,2019-05-31,157.37626442542444,213.69950685193461,78.1019722107918,48.73013570091941,93.4908194908729,145.19711548941476,109.7642954190572,104.51578220161232,79.62441546576363,110.29249773354366,62.29749744279044
4885,2019-06-03,151.18815968586847,213.3589926381265,79.24594239265689,49.245401035655625,94.09570688100962,145.43726981632292,110.63171082072787,102.65711315258129,81.79880298886981,110.56662651588177,62.98762045587812
4886,2019-06-04,154.370029266064,218.79187374730265,80.14182023079165,50.06718332117254,96.21823246295635,148.29655147734144,113.35570775138007,106.22692682936385,84.27404277665275,109.86765105148842,62.94786800657
4887,2019-06-05,153.81343056605414,220.84554503040928,81.18142638667938,49.28160177577626,97.37297721275917,149.4715671236553,114.7865051958296,107.60089566256549,87.71666795236094,112.59397362018454,64.33315583637783
4888,2019-06-06,154.27042326560388,222.02101641316568,81.7920416555097,50.12771129608154,97.92103167313796,150.0751288580516,114.76062553458743,108.2970278843029,89.03878604041205,112.74546708731816,64.68006154469082
4889,2019-06-07,156.8323749762315,224.85590954749816,82.55137000545379,50.32897849516435,98.29542064666748,152.34203768533374,115.78652415010664,109.77447326763256,89.65965927971735,113.03639635546455,64.22197420256478
4890,2019-06-10,157.4689296575693,226.67468084827547,82.49481496503276,50.500866022976965,98.88956715510442,153.7700941600497,116.2224823501375,111.02855771296733,89.8265580424556,112.9213587004563,63.82908708708627
4891,2019-06-11,157.27519149046677,226.59774703364218,82.75657703030494,50.74962715669112,98.39927733494686,153.10875965300062,115.19694680637784,110.42934147087303,86.69064790861947,113.1224699349239,63.44119429588318
4892,2019-06-12,156.78578835267288,227.14468393018169,82.69996292360368,49.84204894846136,97.88277894533597,153.64477121262323,115.4366088045968,110.00783119974909,86.80833162580218,113.38284117600014,64.23976690428597
4893,2019-06-13,158.18673452964197,228.40339942132272,82.79368929709157,50.61755787242543,98.03296513190637,153.96991599552214,116.33699684672885,110.38892077110908,87.34341073036194,113.62574827259985,64.33246878215245
4894,2019-06-14,157.82232889762292,229.3032329467035,82.74826972715316,50.13684658570723,98.3722721540011,153.11964922102672,115.92796791924371,108.99599425857132,86.95214428220477,114.00813944586392,64.95292523929051
4895,2019-06-17,159.37903591302725,228.83170135559575,82.420717423962,50.720135081898086,97.41642745091364,154.14764540536063,115.42986230055492,109.0230432458826,86.20871485982623,115.02094972544703,64.7420176437923
4896,2019-06-18,160.69853056394138,230.49644757855324,81.93653765032369,51.671202659606934,98.36918026850773,155.47209600418333,117.30664972464244,111.1601400633116,86.60975595882961,114.49761811618147,64.5687815121242
4897,2019-06-19,161.19806711490338,230.02684610120713,82.28067767235541,51.64118528366089,98.68584795731765,157.2699437217107,117.72626974847581,112.16037335266938,86.5142240183694,115.3971237971865,65.1928608758109
4898,2019-06-20,162.21544966330896,231.49498784157538,82.89577699476673,53.13116563450206,99.3485567679772,158.0832201639811,119.50017017788358,113.57013376339061,87.39137056895665,115.76616912052549,65.56954823221479
4899,2019-06-21,163.12928386834952,229.42497248803414,82.621401509931,53.54242528568614,98.99078555473915,158.4562137694586,118.83712777826521,113.04198025368355,87.08920059885297,114.64191338111614,65.81209526743207
4900,2019-06-24,162.77834877601038,228.73994310440557,82.7854774844262,52.85156913237138,98.86202476208027,157.606033340333,118.46277018388112,112.78913241463738,87.15233329364231,114.27615935226967,65.75486476080758
4901,2019-06-25,159.43720094974225,225.96072026221984,82.76845852021248,52.3953912041404,98.32409767737755,157.15294220334007,117.82841266526117,110.89062868582236,87.21105108942304,112.60268474447317,65.43812189783368
4902,2019-06-26,158.68858436437753,225.14128534255488,81.62840086413968,53.650367910211735,97.63466396331788,155.52124224768744,117.8989750014411,111.80794933679941,86.86955853870937,110.33669136310446,63.969386543546406
4903,2019-06-27,159.17547119580783,227.67797623911213,81.85037243750787,53.248859362168744,98.53425925328182,156.93891022697326,118.22959815131293,112.93418319805248,87.37849913324628,111.3828624856883,63.99388943399702
4904,2019-06-28,160.14928832420935,229.48354837971348,82.21895642434397,53.94985797188499,99.61934906886174,158.47126414283875,119.62209826045566,113.71788210482211,88.43340921401978,111.98040442631162,64.4179676260267
4905,2019-07-01,162.1347587292011,230.59551678934406,82.43463571609989,53.93615462563255,100.69173573714036,159.47262891133627,119.92083364062839,115.67885452992208,89.07165806634086,111.89591506431843,64.24406283242362
4906,2019-07-02,163.71647908137396,231.87641093038744,83.07575275051978,52.53288906270807,100.80188020559457,159.33038345215812,119.83062606387668,115.69484393661087,88.88468170166016,113.92532263130977,64.99220602852958
4907,2019-07-03,164.94213199615479,233.29915071302844,84.34788260921356,52.86069609902122,101.89864300947923,161.07908211057148,120.64706422222986,116.53077959369969,89.73474853379386,115.49370976152092,65.57620968137469
4908,2019-07-05,165.59946324275091,232.6382226328696,83.97553013217065,53.1093619520014,102.23964748382568,160.21093430594792,120.14901243315802,116.47434764295011,89.30209009987968,114.91313690974795,65.4886886392321
4909,2019-07-08,163.74905549562894,232.23120321766024,84.13175749009655,53.04090465198863,101.31930110637958,159.094252041408,119.26106472810109,115.40335918117214,88.37311959266663,115.43148547205432,65.55721126283917
4910,2019-07-09,164.752469759721,232.82799602323962,83.68739306542182,53.050734216516666,101.75829828702487,159.10644682626875,118.96350671185388,116.08881086916537,87.72257927485875,116.09008019545982,65.64480083329337
4911,2019-07-10,166.84668566630438,234.5663457224446,84.13413669217017,53.87088697606867,101.6019158583421,159.48132717798626,118.43140176932017,116.69457318331744,87.45663564545768,116.86850850335483,65.82769247463771
4912,2019-07-11,167.12201419243445,234.66786027723742,84.09249361099735,53.878178813240744,102.32462611565224,160.3977044877552,119.21370588408575,116.90693119409922,87.78988865443638,115.67189907205515,65.81497267314366
4913,2019-07-12,167.61534764216498,236.9914351278736,84.4391535482099,54.10419841246171,103.10741076836219,158.68673162611705,121.30664247936673,118.06451570665514,88.42793188776288,115.18641517902243,65.42614568982806
4914,2019-07-15,167.81059554906992,236.89507192181003,84.64427646513909,53.3402568210255,102.82487015357384,158.58763685680572,120.8955088324017,118.26133002461614,88.41313334873745,115.34184949151401,65.62122297286987
4915,2019-07-16,167.8299958889301,237.71491436804496,84.7368527074014,52.7859167619185,102.54935773702768,157.55773987845768,121.6553692287869,117.14870031459911,88.90117536272321,114.89888697657092,65.28830991472516
4916,2019-07-17,166.63811955085168,235.96917864584154,84.90777409461236,51.864807388999246,101.68958369034988,157.58086620815217,119.6709988117218,117.10815622999861,88.02650669642857,114.50734559420881,65.57899747576032
4917,2019-07-18,165.03821754455566,236.48856633709323,85.62105990994361,51.98867615786466,102.42106946798471,158.92749610779777,119.58388948440552,117.69678351685808,88.15295995984759,114.38977438828041,66.1398137637547
4918,2019-07-19,162.6811188551096,235.70182472659695,85.04419148352838,52.38969282670455,101.90223969679613,157.2652137241666,119.89309612909953,117.02054559862292,88.32795756203788,112.4547330922094,65.18801573344639
4919,2019-07-22,163.23131550275363,235.5229540947945,84.63346967389506,52.60245366529985,101.98104463723989,157.64633277105906,119.9386504623625,118.00431973225362,87.94950481823513,112.26045029738853,65.11153197288513
4920,2019-07-23,163.95319802944476,234.32794038711054,84.95509707543158,52.78112320466475,102.49101904355562,158.7836544097416,121.62908437516954,118.57043699316077,89.85131314822605,113.30898804500185,64.80185191971916
4921,2019-07-24,164.3364452948937,236.06383123705464,84.70745665027249,53.03048766743053,102.71235446929931,159.35215669964987,122.95526852872636,119.96500337446058,90.0850430897304,113.26014564777243,64.77890127045768
4922,2019-07-25,164.0831746688256,235.24698718901604,84.8957002701298,52.09186519276012,102.4243346434373,156.831267190358,122.54711892869737,118.60202348554456,89.5861404623304,112.56053549667885,64.62533562523979
4923,2019-07-26,173.52501263985266,233.8722838740195,85.7512403303577,51.91185474395752,103.53929758805495,157.56022297389924,122.56786361005571,119.45370585209615,89.83318029131208,112.92307445920747,64.92597763878959
4924,2019-07-29,172.43172407150269,232.7468572739632,85.72684478759766,51.41891826282848,102.5929326424232,158.26079645610992,122.04222970538669,118.90593963055997,89.50648324830192,113.48171352518015,65.21764826774597
4925,2019-07-30,170.89862218269934,231.42067512389153,85.76538553545552,52.484872731295496,102.23956433809721,158.26647594996862,122.514499174224,118.1285767168612,90.90940407344273,114.75611785362507,64.72002070290702
4926,2019-07-31,169.36985125908484,230.0898149551884,84.2431692923269,52.60617338527333,101.77253338740422,156.60223222157313,121.14863745371501,116.57806401639371,89.85178920200893,114.43051805167363,64.52567550114223
4927,2019-08-01,168.41241715504572,228.48824247237175,83.87651966464135,51.17549228668213,100.0760130075308,155.90003161960178,118.95405561394162,115.86569345319593,88.98041411808559,115.19147405953242,65.18571533475604
4928,2019-08-02,166.7610370195829,226.65552809930617,83.83078162900863,50.45797781510787,99.70574836730957,154.499816712879,117.91161835193634,113.60232208870552,88.42109949248177,115.96530999808476,65.14074540138245
4929,2019-08-05,161.4563970198998,220.92643254803073,81.77408052259877,48.45797291668978,96.58104319939247,150.08777312626916,114.82168384393056,109.22618676520683,86.71611080850873,113.4832530186094,64.18767997196743
